"cue","feature"
"bake","sweets like cookies and cakes use an oven for this things usually get hot associated with food"
"bake","requires an oven uses heat to finish a product can be used to produce food cooks from all sides using heat"
"bake","process of cooking requires heat long time specific shops breads and sweats"
"bake","prepare conviction treats bread cookies done in oven form of cooking food"
"bake","pot food hungry"
"bake","oven pastries bread heat"
"bake","oven hot bowl flour easy bake timer hot meets cut eat yummy baker"
"bake","oven food cake bread"
"bake","oven food cake"
"bake","not fry something"
"bake","makes hot food used by cooks"
"bake","makes cakes cookies and pies done in an oven usually uses flour done by grandmas"
"bake","is what you do to cakes is usually done in an oven can be used to describe someone who is sunburn"
"bake","is what you do in the oven can bake cakes and cookies and variety of dinners"
"bake","is using the oven to make some sort of food it smells like food being cooked it feels very hot it is used by chefs or anyone making food it is in the cooking category"
"bake","is used for making cookies uses an oven is a childhood toy is girls that go to tanning beds is making bread done by using an oven"
"bake","is to make something in the oven dessert cook it surround it with heat"
"bake","is to cook something performed by chefs and caterers done for bake sales"
"bake","is made is cooked is produced by humans has ingredients"
"bake","is how you make cookies"
"bake","is done with an oven can describe overheating is a form of cooking"
"bake","is done in the oven smells good making things like cookies bread or cakes"
"bake","is done by bakers"
"bake","is done at a bakery or at home in a kitchen"
"bake","is an action you mix things together to make a chemical reaction and then put it in heat"
"bake","is an act of cooking"
"bake","in the oven cookies cake batter spoons flour sugar eggs"
"bake","in the oven cakes cookies food mom doing work best part of going home from college"
"bake","in an oven food yummy brownies made with heat usually dessert chicken"
"bake","in an oven cake cookies for food in the heat wearing an apron ingredients in the kitchen"
"bake","heat cook pastries mixers cake cookies ovens broil fresh home cooked"
"bake","good smelling home cooking sweets delicious oven and stove ingredients recipe"
"bake","form of cooking bake pies bread Martha Stewart uses it do it a lot on thanksgiving"
"bake","food heat oven smell cookies cakes holiday"
"bake","easy bake oven cookies cake"
"bake","done in an oven associated with desserts can be fun"
"bake","cooking food smells good desserts done in the oven"
"bake","cooking cake kitchen oven ingredients mittens apron bowls mixing spoons table"
"bake","cookies oven food the holidays baking trays"
"bake","cookies cakes muffins cook deserts in a oven"
"bake","cookies cake pies bake-off delicious fundraiser oven warm satisfying hobby"
"bake","cookies cake food"
"bake","cook something kill food borne pathogens changes properties of food"
"bake","cook something in an oven"
"bake","slang for a group of individuals smoking marijuana"
"bake","cook oven stove to dry heat many foods must be baked before being eaten"
"bake","cook oven heat air cake cookies potatoes"
"bake","cook oven"
"bake","cook make cakes make cookies requires an oven requires flour"
"bake","cook harden dry heat"
"bake","cook cake food sun hot heat oven"
"bake","cook by dry heat use an oven"
"bake","chicken cook a method of cooking"
"bake","can be applied to ovens used for cakes pastries and the cast of the jersey shore radiation heat"
"bake","cakes bake in ovens foods pastries birthdays bake for fun Martha stewards"
"bake","cake oven food sun"
"bake","cake cupcakes muffins sweets"
"bake","cake cookies half-baked bakery baked potatoes"
"bake","bread cake cup cake bakery danish torte doughnut"
"bake","bake: used to heat healthy form of cooking when you use an oven"
"bake","bakery cookies what you to in an oven a type of cooking"
"bake","bake: is how you cook some foods"
"bake","bake: cake birthday cookies guests parties messy yummy"
"bake","bake: an act of cooking can be hot usually used to make food but can also be used to make an item such as pottery"
"bake","bake: a form of cooking used to make cake used to make a whole surplus of food like cookies"
"bake","something an oven or stove sometimes even an oven is required for"
"bake","bake"
"bake","an action that requires a pan cooking materials and a stove"
"bake","this usually takes place in a kitchen"
"bake","a way to cook something can be used to describe a person in the sun a type of sale"
"bake","a way of heating a substance a form of cooking involves high temperatures is a process to makes sweets involves a leavening agent makes the air smell good"
"bake","a way of cooking oven used to make cakes"
"bake","a way of cooking is done in the oven"
"bake","a type of cooking deals with substances like flour sugar butter milk types of baked goods include cakes pies cookies almost might refer to sun-tanning"
"bake","a past time activity uses an oven makes goods sweets and treats"
"bake","a cooking term oven cooking usually for pastries and casseroles"
"balloon","weightless"
"balloon","found at theme parks"
"balloon","given to children"
"balloon","found at parties"
"balloon","weather instrument"
"balloon","usually round"
"balloon","for parties"
"balloon","decoration"
"balloon","used to be made with pig bladders"
"balloon","teardrop shaped"
"balloon","helium"
"balloon","static"
"balloon","color"
"balloon","small"
"balloon","round"
"balloon","flies away"
"balloon","helium"
"balloon","colorful"
"balloon","entertains children"
"balloon","happy"
"balloon","rubber"
"balloon","many colors"
"balloon","birthday"
"balloon","pop"
"balloon","helium"
"balloon","rubber"
"balloon","filled with air"
"balloon","given to kids"
"balloon","celebrations"
"balloon","birthdays"
"balloon","clowns"
"balloon","rubber ball containing air"
"balloon","helium"
"balloon","flies"
"balloon","rubber"
"balloon","colorful"
"balloon","oxygen"
"balloon","helium"
"balloon","round rubber object that can be different sizes and can pop"
"balloon","round"
"balloon","colorful"
"balloon","inflated"
"balloon","attached to a string"
"balloon","round"
"balloon","air"
"balloon","party"
"balloon","red"
"balloon","pop"
"balloon","air"
"balloon","big"
"balloon","pop"
"balloon","loud"
"balloon","pop"
"balloon","red"
"balloon","pop"
"balloon","latex"
"balloon","float"
"balloon","static"
"balloon","party"
"balloon","party"
"balloon","kids"
"balloon","blow up"
"balloon","party"
"balloon","parties"
"balloon","childhood"
"balloon","get well"
"balloon","parties"
"balloon","helium"
"balloon","rubber"
"balloon","circular"
"balloon","parties"
"balloon","clowns"
"balloon","animals"
"balloon","fairs"
"balloon","carnivals"
"balloon","made of rubber"
"balloon","inflates"
"balloon","stores air"
"balloon","stores helium"
"balloon","made of plastic"
"balloon","like a toy"
"balloon","letting go of something"
"balloon","latex object containing air"
"balloon","latex colorful stretchy"
"balloon","kids birthday"
"balloon","is filed with air"
"balloon","can float"
"balloon","are decorations"
"balloon","can be used to travel"
"balloon","is colorful"
"balloon","blown into"
"balloon","is made of rubber"
"balloon","can be tied to floats contain air"
"balloon","in the air"
"balloon","contains helium"
"balloon","can be"
"balloon","inflates"
"balloon","filled with air"
"balloon","filled with water"
"balloon","clowns have them"
"balloon","hot air"
"balloon","balloon animals"
"balloon","hot air"
"balloon","99 red balloons"
"balloon","balloon animals"
"balloon","helium filled substance"
"balloon","helium"
"balloon","popping"
"balloon","floating away"
"balloon","helium"
"balloon","fair"
"balloon","children"
"balloon","helium"
"balloon","have helium in them"
"balloon","float in the air"
"balloon","lighter than air"
"balloon","used at birthday parties"
"balloon","fun"
"balloon","party"
"balloon","helium"
"balloon","fun"
"balloon","cool"
"balloon","floats"
"balloon","multi colored"
"balloon","floats"
"balloon","filled with air"
"balloon","floating"
"balloon","festivities or parties"
"balloon","kids"
"balloon","clowns"
"balloon","balloon animals"
"balloon","colors and shapes"
"balloon","floating"
"balloon","celebrating"
"balloon","colorful"
"balloon","filled with helium"
"balloon","float"
"balloon","breakable"
"balloon","delicate"
"balloon","flies"
"balloon","slow"
"balloon","string"
"balloon","colorful"
"balloon","see-through"
"balloon","helium"
"balloon","filled with them"
"balloon","round"
"balloon","light"
"balloon","float"
"balloon","held down by string attached and air tied to something with weight"
"balloon","fly"
"balloon","symbol of caring"
"balloon","or helium"
"balloon","found at parties"
"balloon","kids love"
"balloon","expand"
"balloon","elastic"
"balloon","air"
"balloon","float"
"balloon","celebrate"
"balloon","inflate"
"balloon","clown"
"balloon","colorful"
"balloon","different colors and materials"
"balloon","big or small"
"balloon","filled with air"
"balloon","filled with helium"
"balloon","pop"
"balloon","floats"
"balloon","deflates"
"balloon","balloon animals"
"balloon","clowns"
"balloon","birthdays"
"balloon","celebrations"
"balloon","words on them"
"balloon","car lots"
"balloon","different colors"
"balloon","string"
"balloon","float"
"balloon","big"
"balloon","small"
"balloon","different colors"
"balloon","light"
"balloon","happy"
"balloon","carnivals"
"balloon","birthdays"
"balloon","celebration"
"balloon","little kids"
"balloon","decoration"
"balloon","kids"
"balloon","helium"
"balloon","colorful"
"balloon","helium"
"balloon","happiness"
"balloon","colorful"
"balloon","air"
"balloon","clowns"
"balloon","clowns"
"balloon","parades"
"balloon","birthday parties"
"balloon","a loud pop"
"balloon","air"
"balloon","a string"
"balloon","clowns"
"balloon","round"
"balloon","float"
"balloon","air"
"balloon","celebration"
"balloon","helium"
"balloon","can be full of helium"
"balloon","can be made of latex"
"balloon","found at a birthday party"
"balloon","blow up"
"balloon","string"
"balloon","pop"
"balloon","big"
"balloon","different colors"
"balloon","blow up"
"balloon","animals"
"balloon","circus"
"balloon","helium"
"balloon","an object made of plastic which expands with air"
"balloon","the process of expansion"
"balloon","air party celebration kids"
"balloon","air"
"balloon","tied"
"balloon","floats"
"balloon","helium"
"balloon","air"
"balloon","string"
"balloon","float"
"balloon","air"
"balloon","colorful"
"balloon","a rubber thing that you fill up with air usually helium so it can float"
"balloon","a piece of rubber that can be blown up"
"bean","vegetable"
"bean","green"
"bean","good with butter"
"bean","vegetable"
"bean","food"
"bean","healthy"
"bean","vegetable"
"bean","food"
"bean","good for you"
"bean","green"
"bean","vegetable"
"bean","edible"
"bean","can be cooked"
"bean","used in chili"
"bean","really has no taste"
"bean","type of food"
"bean","Mexican food"
"bean","burrito"
"bean","tacos"
"bean","canned beans"
"bean","pork and beans"
"bean","stock"
"bean","brown"
"bean","gross"
"bean","stalk"
"bean","shell"
"bean","giant"
"bean","food"
"bean","protein"
"bean","stalk"
"bean","baked"
"bean","food"
"bean","grows in the ground"
"bean","sprout"
"bean","baked"
"bean","protein"
"bean","soy"
"bean","green"
"bean","small"
"bean","round"
"bean","seed produced from legume plant"
"bean","rice"
"bean","Mexican"
"bean","pinto"
"bean","mushy"
"bean","ferried"
"bean","pork"
"bean","limey"
"bean","black"
"bean","pinto"
"bean","kidney"
"bean","nutrition"
"bean","gas"
"bean","pork"
"bean","can"
"bean","food"
"bean","farts"
"bean","protean"
"bean","ferried beans"
"bean","Mexican"
"bean","plants"
"bean","food"
"bean","healthy"
"bean","soup"
"bean","stew"
"bean","is green"
"bean","is brown"
"bean","plant"
"bean","eaten"
"bean","food"
"bean","different types"
"bean","size of a pebble"
"bean","plant"
"bean","Mexican"
"bean","disgusting"
"bean","only useful for counting"
"bean","a vegetable"
"bean","has a recognizable smell"
"bean","many different colors"
"bean","magic beans make things grow"
"bean","little"
"bean","limey bean"
"bean","pinto bean"
"bean","ferried beans"
"bean","Mexican food"
"bean","give you gas"
"bean","some come from a beanstalk"
"bean","which would make the giant come down from his home in the clouds"
"bean","limey bean"
"bean","burrito"
"bean","soup"
"bean","eat"
"bean","food"
"bean","kidney beans"
"bean","baked beans"
"bean","butter beans"
"bean","jelly belly"
"bean","pinto"
"bean","black"
"bean","Mexican"
"bean","fart"
"bean","jelly"
"bean","pinto"
"bean","black"
"bean","brown"
"bean","in bags"
"bean","sold at Walmart"
"bean","make gas"
"bean","chill"
"bean","jack and the bean stalk"
"bean","magic beans"
"bean","ham and beans"
"bean","jack"
"bean","green"
"bean","chili"
"bean","soft"
"bean","smoochy"
"bean","jack"
"bean","it is small"
"bean","round"
"bean","and edible"
"bean","is a vegetable"
"bean","comes in many varieties"
"bean","is eaten by people all around the world"
"bean","is small"
"bean","is a food"
"bean","is small"
"bean","is cooked"
"bean","i immediately think of Kurt Cobain and Courtney love's daughter"
"bean","Francis bean"
"bean","grown"
"bean","a crop"
"bean","black"
"bean","brown"
"bean","or fried"
"bean","green"
"bean","limey"
"bean","black"
"bean","Chile"
"bean","pole"
"bean","green"
"bean","limey"
"bean","baked"
"bean","ferried"
"bean","green"
"bean","limey"
"bean","baked"
"bean","green"
"bean","eat at grilling"
"bean","brown"
"bean","goes on tacos"
"bean","food gross disgusting bad taste"
"bean","food"
"bean","used in cooking"
"bean","divot"
"bean","food"
"bean","Mexican resultants main food side"
"bean","cooked"
"bean","can be made into soups and chill"
"bean","food"
"bean","meat"
"bean","food"
"bean","cooked"
"bean","food"
"bean","cook"
"bean","eat"
"bean","bean stalk"
"bean","food"
"bean","brown"
"bean","food"
"bean","facilitate gas"
"bean","edible"
"bean","can be ferried or plain"
"bean","cooked"
"bean","don't tacit good"
"bean","served usually with Mexican food"
"bean","edible"
"bean","seed"
"bean","green"
"bean","edible"
"bean","grow"
"bean","green"
"bean","black"
"bean","food"
