word,answer
belt,"pants, to sing loudly, tight, notches, clasp "
belt,"pants, spanking, convayer belt "
belt,"pants, shorts, leather, money, cute, ugly dress, hit, whip, car, safety, harness, rollercoaster, fashion, "
belt,"pants, shorts, hold up, fasten, whip, safety, stores, fashion, leather "
belt,"pants, loose, safety, "
belt,"pants, loops "
belt,"pants, loop of belts holes, leather, tight, different sizes, colorful, different types "
belt,"pants, leather, waist, brown, black, support, loops, buckle, clothing, accessory "
belt,"pants, fit "
belt,"pants, colors "
belt,"pants, brown, leather, stylish, big and small, classy "
belt,"pants, "
belt,pants whip 
belt,pants spanking waist 
belt,pants spanking 
belt,pants 
belt,pants 
belt,pants 
belt,pants 
belt,pants 
belt,pants 
belt,pants 
belt,"men, pants, leather, tightens "
belt,men 
belt,"may be used for a noose, may have an ornate buckle, may patent be for a man, may be for a woman, may leather, be a stiff drink may sinch a waist, may be "
belt,"made to black, brown, waste, to hold up pance or shorts, fit any one, 4 to 5 wholes leather "
belt,loose pants black 
belt,"loops, pants, wide, leather, brown, buckle, stars "
belt,"loops, pants, braided "
belt,"loops, belt holes, leather, khakis "
belt,"loop,tire,leather,fan, "
belt,"loop, pants, metal buckle, leather strap, formal "
belt,"loop, pants "
belt,loop 
belt,loop 
belt,loop 
belt,"long, fashionable, holds pants up "
belt,"long thin sometimes used only superficially, leather, metal buckle, ribbon, canvas material used to hold up pants or skirt, "
belt,"leather, tight, necessary, brown, black, buckled, worn, punishment, authoritative, "
belt,"leather, spanking, crying, buckle "
belt,"leather, spanking, "
belt,"leather, plastic, long, has holes, "
belt,"leather, metal, brown, black, white discipline, spankings, pants, waists, hips, tight, loose, fashion, "
belt,"leather, metal clasp, many sizes, holds pants up, belt loops, "
belt,"leather, metal clasp, holds up pants, fits around the waist "
belt,"leather, metal buckle, pants, belt loops "
belt,"leather, holds ground pants up, blinging belt buckles, pants on the "
belt,"leather, has buckle, holds up pants "
belt,"leather, buckle, vinyard vine "
belt,"leather, buckle, strap "
belt,"leather, buckle, holes "
belt,leather 
belt,"keeps pants on waist, style, fashion statement. "
belt,"it is clamp, used in belt loops, used to hold up pants, long, used as an accessorie, is used by females and males has holes in it, has a metal "
belt,"is worn leather, has a buckle around the waist, is a noun, can be "
belt,"hurt, pain, solar system, jupiter anger, frustration, pants, jeans, waist, shirts tucked in, "
belt,"hoolds up pants, accesssory, fashionable "
belt,holes; skirts; pants; jeans 
belt,"holds up the pants, can be used for discipline. "
belt,"holds up pants, runs pulleys, often made of leather "
belt,"holds up pants, pants, fashion accessory, clothing, goes through loops in "
belt,"holds up pants, goes through belt loops, circle, belt buckle "
belt,"holds up belt loops pants, usually leather, has a buckle, pants have "
belt,"holds pants used industrually to hold items on to something, used for up,made support. of leather and other materials, can be "
belt,"holds pants up, bible belt "
belt,holds pants up 
belt,holds pants up 
belt,holds pants up 
belt,"holds pants statement, clinches waist or hips up, can be used for punishment, potential fashion "
belt,"holds pants a buckle up, made from hide, around the waist, has "
belt,"hold your pants up, decoration, all kinds of colors, leather "
belt,"hold up pants, karate, yell, buckle "
belt,"hit, loud "
belt,"helpful, can waist, or over chest in cars. also part of mechanical be objects leather or cloth, worn at hips or "
belt,"heavyweight champion, leather, waist "
belt,"has a you in a car or on a roller coaster, can buckle, be an accessory has holes, holds up your pants, protects "
belt,"guard, encircle, hold up, clasp "
belt,flimsy 
belt,"fastened, supporting "
belt,"fasten, pants, hold up, whip, tight "
belt,"fashion, buckle, belt loops, pants, size "
belt,"fashion statement, used to tighten something around your waste "
belt,"fashion statement, spankings, keeping pants up "
belt,"dark, long, tightens, support "
belt,conveyor pants leather buckle support transport 
belt,"clothing, waist, pants, shorts, buckle, loop, "
belt,"clothes, accessory "
belt,clothes 
belt,"circular, goes pants, can be used to make a car go around something, can be used to hold up "
belt,"cincture, cummerbund, girdle, ribbon, ring "
belt,"buckles, whippings, makes you look skinny "
belt,"buckle,spankin,attire "
belt,"buckle, colors "
belt,"brown,black,tight "
belt,"brown, usually up pants, fashionable on men, wear with my boyfriend jeans, keeps "
belt,bottome leather weapon 
belt,"black,leather,long,spanking "
belt,"belt loops, belt buckle, "
belt,belt is the waist of men or stomach of women to keep a the pants or dress of a girl held up in article teh right position. belts can be made out primarily anyhitng of that is strong enough to hold up the pants. clothing that is worn around 
belt,"band, holds up pants, accessory "
belt,band 
belt,"baggy pants, being whipped "
belt,"around the thing, brown leather, black leather, silver, gold, jeweled waste, holding a machine together, a levee type "
belt,"around the buckle waist, holds up pants, tightening, fashion accessory, clothing, "
belt,"an object usually made of leather or metal, has a buckle worn around the waist to keep pants up, "
belt,"accessory for clothing, lawn mower belt, all colors, long "
belt,accessory 
belt,accessory 
belt,"accessorie, around waist, any color, belt loop "
belt,"a strap, colors, holds up pants, has notches, has a metal tong, usually has a buckle, can be decorative brown or black, can be lots of "
belt,"a long latch, silver button holding strap together, leather, plastic, thread, brown, strap, black, tan, pants holes in the strap, buckle with a "
belt,"a flexible the waist to support clothing, is part of fashion style. band, is made by leather, is worn around "
belt,"a belt up pants. some people don\'t wear belts because they are is under the false assumption that others care what their underwear a looks like. belts are also found in cars. if a piece belt in your car breaks, it must be fixed. of clothing used to hold "
bike,you can ride  gets you somewhere  has wheels 
bike,wheels  transportation  exercise 
bike,wheels  pedal  kids  2 wheeler 
bike,wheels  bell  helmet 
bike,wheels 
bike,wheel 
bike,weels  breaks  distance  convienence 
bike,vehicle with two wheels 
bike,vehicle  exercise  fun 
bike,unicycle 
bike,two wheels that that transport 
bike,two wheels (sometimes four for toddlers)  two handlebars  can often have a radio or horn on them  used for transportation 
bike,two wheels  handlebars  seat  fast  breaks  pedals 
bike,two wheels  fast  seat  brake 
bike,two wheels  fast  economical  green 
bike,two wheels  chains  something to ride 
bike,two wheels 
bike,two wheels 
bike,two wheeled  transportation  human powered  chain driven  variable speed  workout 
bike,two tired vehicle 
bike,trike  harley 
bike,transportation  tricycle  card  wheels 
bike,transportation  tour de france 
bike,transportation  excerise 
bike,transportation  eco-friendly 
bike,transporation  two wheels  pedals  force  chain 
bike,tranportation 
bike,trail 
bike,to ride on  two wheels  bike trail  helmet  gear chain  tires  tire pump  handle bars  fun  exercise 
bike,to ride  shiny  has a horn  found in a grage 
bike,tires brakes handle bars 
bike,tire  chain  gears  transportation  healthy 
bike,the action of biking  object used to transport 
bike,rides  katy trail  snacks  fun 
bike,ride on 
bike,ride  wheels  handle bars 
bike,ride  transportation  wheels 
bike,ride  has two wheels  useful  exercise 
bike,ride  children  fun  form of transportation  wheels  pedals  handles 
bike,ride 
bike,ride 
bike,ride 
bike,metal  movement  air whipping by you 
bike,metal  2 wheels  used for transportation 
bike,mechanical  simple  expensive  transporting 
bike,means of transportation 
bike,lance armstrong  transportation  gears 
bike,is an excersise tool  can be used for transportation. 
bike,is a thing is a gift 
bike,is a machine for transportation  is sat on  is exercise equipment 
bike,is a form of transpertaion  
bike,has wheels  transportation  handle bars  seat  pedles 
bike,has wheels  has chains  you ride it 
bike,has wheels 
bike,has two wheels  petals  handle bars  ride it outside  different types 
bike,has two wheels  has gears  has handles  has pedals 
bike,has two wheels  a handlebar  a seat  pedals  a chain  uses a system of gears  usually has brakes  different variation for mountains or roads  are sold in stores  convenient means of transportation  used for competitive sport. 
bike,has a frame  has a chain  handle bars  pedels  two wheels 
bike,fall 
bike,exercize  red  
bike,can have motor  can have pedals  2 wheels 
bike,bike ride  marathons  exercise 
bike,another way of transportaion that requires body movement 
bike,an excape 
bike,active  hike  nature  equilibrium 
bike,a vehicle with two wheels 
bike,a thing  has two wheels 
bike,21 speeds  bmx moutain bike  tricks  ramps  jumps  motorcycle 
bike,2 wheels  handle bars  brakes  transport 
bike,16 speed 
brush,used to paint used wet color wheel art(ist) 
brush,used to make art to brush hair graze by something to groom 
brush,used to comb through hair used to clean teeth. 
brush,used to clean teeth used to straighten hair 
brush,tooth or hair brush used to clean teeth used to keep hair untangled and straight good for you used everyday needed to maintain a healthy lifestyle 
brush,to clean teeth fix hair remove dog hair smooth clean used to get rid of messes to paint to sweep 
brush,straightens hair takes out knots different colora 
brush,something used to smooth out your hair can be any color found in the bathroom 
brush,something that helps your hair look a lot better smooths out unwanted bumps a life saver on bad hair days 
brush,something that gets the knots out of your hair makes your hair look nice/ presentable 
brush,shrubbery and undergrowth often cleared from land bristly fibers on a surface for manipulating surfaces used for hair used from cleaning. 
brush,plastic object that aids in untangling knots in someones hair comes in different shapes and sizes 
brush,paint 
brush,is used to eliminate tangles is an object 
brush,is used to brush hair (or fur) is used to paint things sometimes made of horse hair sometimes made of plastic sometimes is a sponge is used to untangle knots in hair makes hair smooth and shiny makes hair full of static is used to clean teeth is used to clean furniture or shoes used for shoe shining 
